camX,camY,camZ,camTheta,camRX,camRY,camRZ,obj_gazeX,obj_gazeY,obj_gazeZ
29.118,31.422,-82.487,0.419,-0.817,0.533,0.219,45.220,75.620,0.000
29.088,31.426,-82.454,0.420,-0.817,0.534,0.220,47.820,76.730,0.000
29.088,31.434,-82.442,0.420,-0.817,0.534,0.222,50.380,79.950,0.000
29.126,31.441,-82.456,0.420,-0.817,0.533,0.224,50.760,80.280,0.000
29.199,31.444,-82.491,0.420,-0.817,0.532,0.226,50.820,80.220,0.000
29.293,31.444,-82.540,0.420,-0.818,0.530,0.229,50.880,79.890,0.000
29.391,31.442,-82.590,0.420,-0.819,0.527,0.231,50.820,79.730,0.000
29.477,31.444,-82.633,0.420,-0.819,0.525,0.234,50.760,79.560,0.000
29.541,31.453,-82.662,0.420,-0.820,0.523,0.237,50.710,79.230,0.000
29.579,31.472,-82.678,0.420,-0.820,0.521,0.241,50.710,78.840,0.000
29.597,31.500,-82.682,0.420,-0.820,0.520,0.244,50.650,78.670,0.000
29.603,31.535,-82.680,0.420,-0.819,0.519,0.248,50.320,78.280,0.000
29.609,31.573,-82.678,0.420,-0.818,0.517,0.253,50.040,77.780,0.000
29.624,31.610,-82.682,0.419,-0.818,0.515,0.257,49.770,77.230,0.000
29.649,31.642,-82.692,0.419,-0.818,0.513,0.261,49.380,76.900,0.000
29.681,31.667,-82.705,0.418,-0.819,0.509,0.264,49.160,76.900,0.000
29.710,31.683,-82.716,0.417,-0.821,0.505,0.265,48.820,76.840,0.000
29.721,31.693,-82.717,0.416,-0.823,0.501,0.266,48.490,76.900,0.000
29.704,31.699,-82.702,0.416,-0.825,0.498,0.266,48.380,77.010,0.000
29.653,31.705,-82.670,0.415,-0.826,0.495,0.264,48.270,77.120,0.000
29.569,31.712,-82.622,0.414,-0.828,0.494,0.263,47.990,77.280,0.000
29.464,31.722,-82.565,0.413,-0.828,0.494,0.261,47.990,77.340,0.000
29.347,31.733,-82.507,0.412,-0.829,0.494,0.259,47.880,77.170,0.000
29.230,31.740,-82.451,0.412,-0.829,0.495,0.256,48.100,76.730,0.000
29.116,31.738,-82.398,0.411,-0.830,0.495,0.253,48.100,76.510,0.000
29.005,31.724,-82.342,0.411,-0.832,0.494,0.248,48.210,76.290,0.000
28.889,31.695,-82.277,0.411,-0.835,0.493,0.242,47.820,75.900,0.000
28.762,31.655,-82.197,0.412,-0.838,0.491,0.235,47.600,75.680,0.000
28.617,31.609,-82.096,0.413,-0.842,0.487,0.227,47.440,75.510,0.000
28.451,31.564,-81.974,0.415,-0.847,0.484,0.217,47.160,75.290,0.000
28.265,31.525,-81.833,0.417,-0.852,0.479,0.206,46.880,75.230,0.000
28.065,31.491,-81.675,0.419,-0.857,0.474,0.194,46.940,75.290,0.000
27.854,31.460,-81.503,0.422,-0.862,0.468,0.181,46.990,75.680,0.000
27.640,31.424,-81.316,0.426,-0.869,0.461,0.167,47.270,75.950,0.000
27.423,31.376,-81.113,0.430,-0.876,0.452,0.152,47.550,76.170,0.000
27.202,31.317,-80.891,0.435,-0.884,0.441,0.136,47.710,76.620,0.000
26.975,31.249,-80.652,0.441,-0.892,0.428,0.119,47.820,77.280,0.000
26.736,31.184,-80.398,0.447,-0.901,0.415,0.102,47.600,78.010,0.000
26.482,31.133,-80.137,0.455,-0.909,0.401,0.086,47.210,79.120,0.000
26.210,31.107,-79.876,0.462,-0.917,0.388,0.069,46.830,80.340,0.000
25.925,31.112,-79.624,0.470,-0.924,0.375,0.053,46.660,81.390,0.000
25.631,31.146,-79.387,0.478,-0.930,0.364,0.037,46.550,82.280,0.000
25.335,31.207,-79.167,0.485,-0.935,0.353,0.022,45.440,87.550,0.000
25.044,31.290,-78.965,0.493,-0.939,0.343,0.006,43.000,96.090,0.000
24.760,31.392,-78.779,0.500,-0.942,0.333,-0.009,42.780,98.590,0.000
24.485,31.516,-78.610,0.506,-0.945,0.323,-0.026,42.720,100.250,0.000
24.223,31.666,-78.462,0.512,-0.947,0.313,-0.043,43.160,101.030,0.000
23.975,31.848,-78.344,0.516,-0.950,0.304,-0.059,43.440,101.360,0.000
23.746,32.062,-78.269,0.519,-0.952,0.294,-0.076,43.770,101.970,0.000
23.540,32.303,-78.246,0.519,-0.954,0.284,-0.091,44.050,101.360,0.000
23.364,32.556,-78.282,0.517,-0.956,0.274,-0.104,31.900,99.200,0.000
23.224,32.794,-78.378,0.512,-0.957,0.264,-0.116,23.970,97.040,0.000
23.132,32.984,-78.528,0.505,-0.959,0.254,-0.124,23.080,94.320,0.000
23.095,33.093,-78.720,0.497,-0.961,0.244,-0.130,22.970,91.600,0.000
23.123,33.098,-78.943,0.488,-0.963,0.233,-0.133,23.020,88.320,0.000
23.217,32.988,-79.183,0.479,-0.965,0.222,-0.133,22.750,85.880,0.000
23.370,32.775,-79.431,0.471,-0.968,0.210,-0.130,22.580,83.780,0.000
23.569,32.488,-79.681,0.465,-0.971,0.198,-0.124,23.080,80.830,0.000
23.798,32.165,-79.932,0.459,-0.974,0.187,-0.116,23.860,78.170,0.000
24.043,31.848,-80.186,0.455,-0.977,0.177,-0.105,23.970,76.900,0.000
24.298,31.570,-80.448,0.452,-0.980,0.168,-0.092,24.190,75.620,0.000
24.567,31.347,-80.717,0.450,-0.983,0.160,-0.077,16.420,81.330,0.000
24.858,31.175,-80.993,0.448,-0.985,0.153,-0.061,14.920,82.940,0.000
25.180,31.040,-81.272,0.447,-0.987,0.145,-0.045,15.040,82.670,0.000
25.535,30.923,-81.549,0.448,-0.988,0.138,-0.028,15.530,82.500,0.000
25.919,30.812,-81.821,0.450,-0.989,0.129,-0.010,16.140,83.170,0.000
26.325,30.699,-82.089,0.453,-0.990,0.121,0.008,17.980,83.280,0.000
26.748,30.588,-82.355,0.457,-0.990,0.113,0.027,18.470,84.500,0.000
27.187,30.484,-82.621,0.463,-0.990,0.105,0.047,18.860,86.770,0.000
27.642,30.396,-82.888,0.470,-0.989,0.097,0.068,19.360,89.100,0.000
28.113,30.333,-83.155,0.477,-0.988,0.089,0.089,10.600,81.220,0.000
28.593,30.304,-83.421,0.484,-0.987,0.081,0.110,2.550,70.790,0.000
29.070,30.319,-83.685,0.491,-0.986,0.073,0.130,-1.890,70.960,0.000
29.528,30.387,-83.948,0.498,-0.984,0.065,0.149,-0.550,73.900,0.000
29.952,30.510,-84.215,0.505,-0.982,0.057,0.166,-1.610,75.400,0.000
30.330,30.691,-84.490,0.509,-0.980,0.049,0.183,-1.720,76.340,0.000
30.654,30.925,-84.780,0.513,-0.979,0.042,0.197,1.280,73.070,0.000
30.925,31.204,-85.090,0.514,-0.976,0.035,0.211,1.940,72.400,0.000
31.148,31.512,-85.417,0.514,-0.974,0.029,0.224,1.500,71.850,0.000
31.332,31.831,-85.757,0.512,-0.971,0.023,0.235,1.000,71.630,0.000
31.487,32.139,-86.098,0.509,-0.969,0.019,0.245,0.780,71.630,0.000
31.620,32.418,-86.428,0.504,-0.966,0.016,0.254,0.890,71.010,0.000
31.730,32.659,-86.737,0.497,-0.964,0.014,0.263,0.830,70.240,0.000
31.812,32.860,-87.022,0.489,-0.961,0.015,0.270,0.890,69.240,0.000
31.857,33.026,-87.282,0.480,-0.959,0.018,0.277,4.220,69.790,0.000
31.861,33.162,-87.519,0.470,-0.957,0.023,0.285,11.710,83.500,0.000
31.829,33.269,-87.739,0.460,-0.954,0.032,0.293,12.710,84.720,0.000
31.776,33.346,-87.945,0.449,-0.950,0.042,0.303,12.870,82.220,0.000
31.723,33.391,-88.143,0.438,-0.946,0.055,0.313,14.090,78.780,0.000
31.696,33.405,-88.336,0.426,-0.941,0.069,0.325,15.590,75.180,0.000
31.712,33.387,-88.529,0.415,-0.935,0.083,0.338,16.920,72.730,0.000
31.782,33.339,-88.723,0.405,-0.929,0.096,0.352,17.980,70.960,0.000
31.905,33.253,-88.918,0.395,-0.923,0.108,0.366,18.920,69.020,0.000
32.072,33.124,-89.108,0.387,-0.916,0.118,0.379,19.750,67.190,0.000
32.267,32.945,-89.287,0.379,-0.910,0.126,0.391,20.470,65.410,0.000
32.468,32.715,-89.449,0.374,-0.905,0.132,0.401,21.190,64.190,0.000
32.654,32.442,-89.589,0.370,-0.901,0.138,0.408,21.750,63.360,0.000
32.806,32.138,-89.705,0.369,-0.898,0.144,0.413,34.510,53.540,0.000
32.907,31.824,-89.798,0.369,-0.896,0.151,0.414,38.780,48.990,0.000
32.950,31.523,-89.874,0.371,-0.894,0.161,0.413,39.170,48.880,0.000
32.936,31.261,-89.937,0.374,-0.892,0.174,0.411,39.170,49.770,0.000
32.875,31.062,-89.995,0.378,-0.889,0.190,0.409,38.500,50.540,0.000
32.783,30.948,-90.051,0.382,-0.886,0.209,0.407,40.330,47.100,0.000
32.683,30.932,-90.111,0.385,-0.881,0.229,0.406,42.050,41.110,0.000
32.595,31.007,-90.180,0.388,-0.876,0.249,0.406,42.610,40.390,0.000
32.533,31.154,-90.258,0.390,-0.870,0.268,0.407,42.220,40.940,0.000
32.501,31.335,-90.348,0.390,-0.864,0.285,0.409,41.940,40.830,0.000
32.498,31.513,-90.447,0.389,-0.859,0.299,0.411,41.890,41.500,0.000
32.512,31.655,-90.552,0.388,-0.856,0.310,0.411,41.060,42.440,0.000
32.533,31.741,-90.657,0.386,-0.853,0.319,0.411,40.500,44.050,0.000
32.554,31.770,-90.759,0.384,-0.852,0.326,0.409,40.170,44.110,0.000
32.574,31.753,-90.854,0.382,-0.851,0.332,0.406,39.830,44.500,0.000
32.596,31.713,-90.940,0.380,-0.851,0.337,0.402,46.710,43.940,0.000
32.628,31.678,-91.017,0.377,-0.852,0.341,0.397,58.140,42.220,0.000
32.671,31.666,-91.082,0.375,-0.854,0.345,0.391,59.860,39.950,0.000
32.721,31.685,-91.131,0.373,-0.855,0.349,0.384,59.090,39.610,0.000
32.765,31.724,-91.162,0.370,-0.857,0.353,0.376,57.920,39.280,0.000
32.794,31.767,-91.171,0.368,-0.859,0.358,0.366,56.150,38.280,0.000
32.801,31.800,-91.161,0.366,-0.862,0.363,0.354,53.590,36.950,0.000
32.792,31.825,-91.138,0.365,-0.864,0.369,0.342,53.650,35.620,0.000
32.780,31.849,-91.110,0.364,-0.867,0.375,0.330,54.370,34.120,0.000
32.776,31.886,-91.085,0.363,-0.869,0.381,0.319,54.480,34.120,0.000
32.786,31.941,-91.068,0.361,-0.870,0.385,0.310,54.760,33.400,0.000
32.808,32.009,-91.059,0.360,-0.871,0.390,0.303,54.870,32.960,0.000
32.834,32.082,-91.057,0.358,-0.870,0.393,0.297,54.930,32.900,0.000
32.859,32.148,-91.058,0.355,-0.870,0.397,0.294,54.700,33.290,0.000
32.882,32.196,-91.061,0.353,-0.869,0.400,0.292,53.540,33.680,0.000
32.900,32.222,-91.066,0.351,-0.868,0.403,0.290,53.040,34.120,0.000
32.909,32.227,-91.067,0.348,-0.868,0.406,0.289,52.930,34.230,0.000
32.903,32.217,-91.063,0.346,-0.867,0.409,0.288,52.650,34.180,0.000
32.874,32.199,-91.046,0.345,-0.866,0.412,0.287,52.260,34.010,0.000
32.819,32.184,-91.016,0.344,-0.865,0.415,0.285,52.210,33.950,0.000
32.743,32.177,-90.973,0.344,-0.864,0.419,0.284,52.430,33.730,0.000
32.656,32.185,-90.922,0.343,-0.863,0.423,0.282,52.370,33.730,0.000
32.571,32.207,-90.870,0.343,-0.861,0.426,0.281,52.430,33.680,0.000
32.500,32.240,-90.822,0.342,-0.859,0.430,0.279,52.540,33.510,0.000
32.453,32.277,-90.785,0.341,-0.857,0.434,0.278,52.540,33.510,0.000
32.433,32.310,-90.760,0.339,-0.856,0.437,0.276,52.370,33.510,0.000
32.439,32.330,-90.748,0.338,-0.855,0.440,0.275,52.370,33.180,0.000
32.465,32.332,-90.744,0.336,-0.854,0.444,0.273,52.320,33.010,0.000
32.502,32.317,-90.744,0.335,-0.853,0.447,0.271,52.320,32.960,0.000
32.539,32.288,-90.745,0.333,-0.852,0.450,0.268,52.430,32.510,0.000
32.570,32.252,-90.743,0.332,-0.852,0.453,0.266,52.540,32.120,0.000
32.591,32.218,-90.737,0.331,-0.851,0.457,0.264,52.540,31.960,0.000
32.602,32.193,-90.724,0.331,-0.851,0.460,0.262,52.430,31.850,0.000
32.606,32.180,-90.705,0.330,-0.850,0.463,0.260,53.930,32.510,0.000
32.608,32.179,-90.680,0.330,-0.850,0.465,0.258,54.810,32.840,0.000
32.613,32.183,-90.650,0.329,-0.850,0.466,0.256,54.930,32.900,0.000
32.628,32.187,-90.617,0.329,-0.850,0.467,0.253,55.150,33.070,0.000
32.658,32.185,-90.583,0.328,-0.851,0.466,0.250,55.540,33.230,0.000
32.708,32.171,-90.550,0.327,-0.852,0.464,0.247,55.590,33.070,0.000
32.775,32.142,-90.517,0.326,-0.854,0.460,0.243,55.650,33.400,0.000
32.852,32.094,-90.484,0.325,-0.857,0.455,0.238,55.870,33.900,0.000
32.930,32.028,-90.446,0.325,-0.861,0.449,0.233,55.870,34.060,0.000
32.999,31.949,-90.405,0.325,-0.865,0.443,0.228,55.590,34.230,0.000
33.051,31.866,-90.361,0.325,-0.869,0.436,0.223,55.310,34.510,0.000
33.081,31.798,-90.319,0.326,-0.873,0.431,0.218,54.430,34.950,0.000
33.090,31.759,-90.285,0.327,-0.877,0.426,0.213,54.200,35.400,0.000
33.078,31.761,-90.262,0.328,-0.880,0.422,0.209,53.870,35.840,0.000
33.049,31.803,-90.250,0.329,-0.882,0.419,0.206,53.210,36.230,0.000
33.007,31.874,-90.245,0.330,-0.884,0.417,0.204,52.650,35.780,0.000
32.954,31.957,-90.242,0.330,-0.885,0.416,0.203,51.990,36.510,0.000
32.891,32.036,-90.233,0.330,-0.885,0.415,0.203,51.650,36.510,0.000
32.817,32.100,-90.217,0.330,-0.885,0.414,0.203,51.370,36.400,0.000
32.731,32.145,-90.190,0.331,-0.885,0.415,0.203,51.150,36.280,0.000
32.637,32.171,-90.157,0.331,-0.884,0.415,0.205,50.880,36.780,0.000
32.545,32.180,-90.122,0.332,-0.884,0.416,0.206,46.050,36.340,0.000
32.468,32.175,-90.093,0.333,-0.883,0.416,0.207,35.670,37.890,0.000
32.418,32.160,-90.074,0.334,-0.884,0.415,0.209,34.400,38.000,0.000
32.402,32.140,-90.070,0.335,-0.885,0.413,0.210,34.340,37.890,0.000
32.417,32.122,-90.084,0.336,-0.886,0.410,0.210,34.510,37.950,0.000
32.455,32.113,-90.113,0.337,-0.888,0.406,0.210,34.560,37.840,0.000
32.499,32.114,-90.154,0.337,-0.891,0.401,0.209,34.560,37.890,0.000
32.534,32.126,-90.203,0.337,-0.893,0.397,0.207,34.510,37.620,0.000
32.551,32.142,-90.257,0.337,-0.896,0.393,0.205,34.560,37.620,0.000
32.550,32.158,-90.313,0.336,-0.898,0.389,0.203,43.660,38.730,0.000
32.534,32.168,-90.371,0.336,-0.900,0.386,0.200,48.930,38.560,0.000
32.511,32.170,-90.431,0.335,-0.902,0.383,0.197,50.100,39.000,0.000
32.487,32.164,-90.493,0.335,-0.904,0.380,0.193,50.430,38.840,0.000
32.462,32.152,-90.554,0.334,-0.906,0.376,0.190,50.430,39.000,0.000
32.436,32.134,-90.614,0.334,-0.908,0.372,0.187,50.320,39.340,0.000
32.410,32.110,-90.670,0.333,-0.910,0.368,0.184,50.270,39.340,0.000
32.388,32.079,-90.723,0.333,-0.913,0.364,0.182,49.380,40.110,0.000
32.377,32.041,-90.776,0.332,-0.915,0.359,0.179,35.900,42.890,0.000
32.381,31.997,-90.828,0.333,-0.918,0.353,0.177,33.340,44.440,0.000
32.402,31.950,-90.880,0.333,-0.920,0.347,0.174,33.180,44.000,0.000
32.437,31.907,-90.930,0.334,-0.923,0.340,0.172,33.230,44.160,0.000
32.479,31.876,-90.976,0.336,-0.926,0.333,0.170,33.180,44.770,0.000
32.524,31.863,-91.017,0.338,-0.929,0.326,0.169,33.290,44.880,0.000
32.564,31.870,-91.052,0.339,-0.932,0.320,0.168,33.340,44.880,0.000
32.595,31.894,-91.078,0.341,-0.934,0.314,0.167,33.450,44.830,0.000
32.609,31.928,-91.092,0.342,-0.936,0.309,0.166,33.620,44.770,0.000
32.600,31.963,-91.091,0.344,-0.938,0.305,0.165,33.730,44.770,0.000
32.568,31.993,-91.074,0.345,-0.939,0.303,0.164,33.730,45.160,0.000
32.516,32.011,-91.045,0.345,-0.940,0.301,0.163,33.680,45.160,0.000
32.455,32.017,-91.010,0.346,-0.940,0.300,0.162,33.620,45.600,0.000
32.397,32.011,-90.977,0.346,-0.940,0.298,0.161,33.450,45.600,0.000
32.351,31.998,-90.953,0.346,-0.940,0.297,0.161,33.510,45.330,0.000
32.324,31.984,-90.940,0.346,-0.941,0.296,0.161,33.450,45.050,0.000
32.317,31.976,-90.938,0.345,-0.941,0.294,0.161,32.790,46.990,0.000
32.332,31.975,-90.942,0.345,-0.942,0.292,0.161,23.300,59.750,0.000
32.366,31.979,-90.950,0.344,-0.942,0.290,0.162,21.190,62.860,0.000
32.415,31.984,-90.959,0.344,-0.943,0.287,0.162,21.250,62.690,0.000
32.474,31.985,-90.967,0.344,-0.945,0.284,0.162,21.300,61.920,0.000
32.535,31.980,-90.972,0.344,-0.946,0.281,0.161,21.470,60.750,0.000
32.587,31.969,-90.973,0.344,-0.948,0.278,0.160,21.800,60.420,0.000
32.621,31.957,-90.968,0.344,-0.949,0.275,0.160,21.970,59.860,0.000
32.630,31.947,-90.958,0.345,-0.950,0.273,0.159,22.190,59.360,0.000
32.612,31.944,-90.944,0.346,-0.950,0.272,0.159,17.750,60.310,0.000
32.572,31.947,-90.927,0.347,-0.951,0.272,0.158,14.370,62.190,0.000
32.522,31.954,-90.909,0.348,-0.951,0.271,0.158,14.090,62.860,0.000
32.478,31.964,-90.890,0.350,-0.951,0.271,0.158,14.200,63.140,0.000
32.454,31.975,-90.871,0.350,-0.951,0.270,0.157,14.150,63.300,0.000
32.460,31.989,-90.851,0.351,-0.951,0.268,0.157,14.310,63.690,0.000
32.497,32.007,-90.832,0.352,-0.952,0.265,0.156,14.590,63.970,0.000
32.558,32.031,-90.814,0.352,-0.953,0.261,0.155,14.590,64.300,0.000
32.628,32.058,-90.800,0.352,-0.954,0.257,0.153,14.420,64.470,0.000
32.689,32.086,-90.787,0.352,-0.955,0.252,0.151,14.480,64.910,0.000
32.729,32.113,-90.776,0.351,-0.956,0.249,0.149,14.310,65.080,0.000
32.739,32.135,-90.762,0.351,-0.957,0.245,0.147,14.090,65.240,0.000
32.721,32.152,-90.745,0.351,-0.958,0.242,0.145,14.090,65.240,0.000
32.683,32.166,-90.721,0.351,-0.959,0.239,0.143,13.150,66.350,0.000
32.633,32.181,-90.693,0.351,-0.960,0.237,0.141,7.990,72.400,0.000
32.579,32.204,-90.662,0.351,-0.961,0.234,0.139,7.430,73.730,0.000
32.528,32.241,-90.634,0.352,-0.963,0.230,0.137,7.100,73.960,0.000
32.481,32.294,-90.613,0.352,-0.964,0.227,0.135,6.710,74.230,0.000
32.438,32.359,-90.601,0.351,-0.966,0.224,0.132,6.270,74.290,0.000
32.399,32.426,-90.598,0.350,-0.967,0.220,0.129,5.880,74.290,0.000
32.363,32.487,-90.602,0.349,-0.968,0.216,0.127,5.270,74.900,0.000
32.331,32.532,-90.610,0.348,-0.969,0.213,0.124,4.770,74.790,0.000
32.303,32.559,-90.623,0.346,-0.970,0.209,0.121,4.440,74.620,0.000
32.282,32.570,-90.640,0.345,-0.971,0.206,0.118,4.380,74.570,0.000
32.266,32.568,-90.660,0.343,-0.972,0.202,0.116,4.440,74.450,0.000
32.254,32.560,-90.684,0.342,-0.973,0.199,0.115,4.220,74.120,0.000
32.246,32.549,-90.711,0.341,-0.973,0.197,0.114,-0.060,72.900,0.000
32.241,32.540,-90.740,0.340,-0.973,0.195,0.114,-4.880,70.350,0.000
32.238,32.535,-90.770,0.338,-0.973,0.194,0.115,-5.380,69.790,0.000
32.235,32.533,-90.801,0.337,-0.973,0.194,0.116,-5.220,69.850,0.000
32.230,32.532,-90.832,0.336,-0.973,0.194,0.118,-4.880,69.570,0.000
32.220,32.525,-90.861,0.334,-0.972,0.195,0.120,-4.770,69.020,0.000
32.207,32.509,-90.884,0.333,-0.972,0.195,0.122,-4.330,68.460,0.000
32.193,32.482,-90.903,0.332,-0.971,0.196,0.124,-4.110,67.800,0.000
32.184,32.445,-90.917,0.331,-0.971,0.195,0.124,-3.500,67.190,0.000
32.183,32.405,-90.929,0.331,-0.970,0.195,0.124,-3.440,67.410,0.000
32.193,32.366,-90.940,0.330,-0.970,0.194,0.124,-0.550,64.580,0.000
32.214,32.330,-90.952,0.330,-0.970,0.192,0.124,19.090,62.300,0.000
32.243,32.297,-90.965,0.330,-0.971,0.191,0.124,22.800,62.800,0.000
32.275,32.267,-90.977,0.330,-0.971,0.190,0.125,23.970,62.800,0.000
32.305,32.243,-90.986,0.330,-0.971,0.190,0.126,23.750,62.910,0.000
32.328,32.230,-90.993,0.330,-0.971,0.190,0.127,23.690,63.080,0.000
32.342,32.232,-90.996,0.330,-0.971,0.190,0.129,23.690,63.300,0.000
32.347,32.251,-90.998,0.330,-0.971,0.191,0.131,23.860,63.530,0.000
32.346,32.285,-91.000,0.329,-0.971,0.192,0.133,26.690,62.530,0.000
32.344,32.326,-91.004,0.329,-0.971,0.194,0.135,37.170,59.360,0.000
32.343,32.361,-91.010,0.329,-0.971,0.195,0.137,40.780,58.480,0.000
32.346,32.382,-91.017,0.329,-0.970,0.195,0.138,41.000,58.250,0.000
32.354,32.382,-91.023,0.329,-0.970,0.196,0.140,40.610,58.920,0.000
32.367,32.362,-91.025,0.329,-0.970,0.196,0.141,40.330,59.200,0.000
32.387,32.326,-91.022,0.329,-0.970,0.196,0.141,40.560,59.030,0.000
32.418,32.283,-91.014,0.329,-0.970,0.195,0.142,40.220,59.200,0.000
32.460,32.240,-91.001,0.329,-0.970,0.194,0.143,44.000,40.670,0.000
32.512,32.202,-90.983,0.330,-0.970,0.192,0.143,43.160,36.170,0.000
32.568,32.175,-90.963,0.330,-0.970,0.190,0.143,42.170,38.890,0.000
32.622,32.161,-90.943,0.330,-0.970,0.188,0.143,42.110,39.950,0.000
32.667,32.162,-90.923,0.330,-0.970,0.186,0.143,41.670,40.110,0.000
32.698,32.177,-90.906,0.330,-0.970,0.185,0.143,41.280,40.390,0.000
32.718,32.206,-90.892,0.330,-0.970,0.184,0.143,34.790,39.280,0.000
32.730,32.244,-90.881,0.330,-0.970,0.184,0.143,33.570,37.340,0.000
32.737,32.284,-90.874,0.330,-0.970,0.184,0.143,33.450,37.560,0.000
32.741,32.322,-90.868,0.330,-0.970,0.183,0.143,33.450,37.670,0.000
32.744,32.353,-90.862,0.330,-0.970,0.183,0.143,33.510,37.390,0.000
32.742,32.377,-90.854,0.330,-0.970,0.182,0.143,33.450,37.560,0.000
32.737,32.393,-90.844,0.330,-0.970,0.181,0.142,33.230,37.500,0.000
32.729,32.400,-90.831,0.330,-0.970,0.180,0.142,33.450,37.340,0.000
32.723,32.398,-90.817,0.330,-0.971,0.179,0.141,33.230,37.060,0.000
32.720,32.388,-90.803,0.330,-0.971,0.177,0.141,32.900,37.010,0.000
32.725,32.372,-90.789,0.330,-0.972,0.174,0.141,32.840,36.890,0.000
32.737,32.352,-90.774,0.330,-0.973,0.171,0.140,32.790,36.780,0.000
32.751,32.329,-90.759,0.331,-0.974,0.168,0.140,32.510,36.890,0.000
32.763,32.307,-90.740,0.331,-0.976,0.164,0.140,32.400,37.060,0.000
32.766,32.288,-90.717,0.331,-0.977,0.160,0.140,32.120,37.340,0.000
32.755,32.276,-90.691,0.332,-0.978,0.157,0.140,31.900,37.340,0.000
32.728,32.275,-90.661,0.332,-0.979,0.154,0.140,31.460,37.670,0.000
32.687,32.285,-90.631,0.332,-0.979,0.151,0.140,31.460,37.840,0.000
32.637,32.305,-90.603,0.332,-0.980,0.150,0.139,31.070,38.060,0.000
32.586,32.331,-90.580,0.332,-0.980,0.149,0.139,31.070,37.890,0.000
32.540,32.359,-90.563,0.331,-0.980,0.148,0.139,30.900,37.950,0.000
32.504,32.384,-90.552,0.331,-0.980,0.148,0.139,30.790,38.000,0.000
32.478,32.402,-90.546,0.330,-0.980,0.148,0.139,30.680,37.230,0.000
32.462,32.410,-90.545,0.329,-0.980,0.148,0.138,29.680,38.390,0.000
32.454,32.404,-90.544,0.328,-0.980,0.148,0.138,22.970,58.370,0.000
32.454,32.380,-90.543,0.326,-0.981,0.147,0.138,20.530,72.350,0.000
32.464,32.336,-90.542,0.325,-0.981,0.146,0.137,20.030,74.400,0.000
32.482,32.277,-90.541,0.324,-0.981,0.144,0.137,20.190,74.120,0.000
32.502,32.213,-90.541,0.323,-0.981,0.141,0.135,20.250,73.840,0.000
32.516,32.160,-90.542,0.323,-0.981,0.139,0.134,20.420,73.570,0.000
32.516,32.129,-90.543,0.322,-0.981,0.136,0.133,20.640,73.400,0.000
32.498,32.124,-90.541,0.322,-0.982,0.134,0.131,20.750,73.460,0.000
32.462,32.141,-90.534,0.322,-0.982,0.132,0.130,20.920,73.350,0.000
32.416,32.170,-90.520,0.323,-0.982,0.130,0.128,21.420,72.790,0.000
32.366,32.201,-90.498,0.323,-0.983,0.127,0.126,21.250,73.010,0.000
32.322,32.231,-90.470,0.324,-0.983,0.125,0.123,19.360,72.510,0.000
32.289,32.257,-90.439,0.325,-0.984,0.121,0.121,14.870,69.910,0.000
32.271,32.280,-90.408,0.326,-0.986,0.117,0.117,13.930,69.630,0.000
32.268,32.299,-90.380,0.327,-0.987,0.111,0.114,13.430,69.680,0.000
32.279,32.308,-90.356,0.328,-0.988,0.105,0.111,13.260,69.740,0.000
32.298,32.304,-90.335,0.328,-0.989,0.098,0.107,13.040,70.020,0.000
32.320,32.283,-90.317,0.329,-0.989,0.091,0.104,12.870,70.180,0.000
32.343,32.243,-90.300,0.329,-0.990,0.083,0.101,12.760,70.520,0.000
32.364,32.189,-90.284,0.330,-0.990,0.076,0.099,10.320,71.460,0.000
32.388,32.125,-90.269,0.331,-0.991,0.069,0.097,-3.270,73.180,0.000
32.418,32.056,-90.256,0.332,-0.992,0.061,0.095,-5.380,74.680,0.000
32.457,31.990,-90.245,0.333,-0.993,0.054,0.094,-4.770,74.340,0.000
32.503,31.932,-90.236,0.335,-0.994,0.047,0.093,-4.770,74.570,0.000
32.546,31.892,-90.230,0.337,-0.996,0.040,0.092,-4.990,74.840,0.000
32.576,31.877,-90.228,0.338,-0.997,0.034,0.091,-5.050,75.060,0.000
32.581,31.892,-90.231,0.339,-0.998,0.029,0.091,-5.100,74.900,0.000
32.561,31.931,-90.238,0.340,-0.999,0.025,0.090,-4.940,74.790,0.000
32.521,31.986,-90.251,0.340,-0.999,0.022,0.090,-4.940,74.790,0.000
32.471,32.045,-90.268,0.340,-1.000,0.020,0.090,-4.940,74.840,0.000
32.424,32.095,-90.289,0.340,-1.000,0.018,0.090,-4.990,78.390,0.000
32.390,32.131,-90.316,0.339,-1.000,0.016,0.090,-1.280,87.660,0.000
32.375,32.150,-90.348,0.339,-1.000,0.013,0.090,-0.280,89.770,0.000
32.382,32.153,-90.387,0.338,-1.000,0.011,0.090,-0.330,90.380,0.000
32.413,32.139,-90.432,0.337,-1.000,0.008,0.090,-0.280,90.320,0.000
32.466,32.107,-90.483,0.337,-1.000,0.004,0.090,-0.060,89.930,0.000
32.538,32.060,-90.538,0.337,-0.999,0.000,0.089,0.280,89.660,0.000
32.620,32.002,-90.596,0.337,-0.999,-0.004,0.089,0.280,89.490,0.000
32.701,31.943,-90.654,0.338,-0.999,-0.008,0.089,0.000,87.600,0.000
32.765,31.895,-90.713,0.338,-0.999,-0.012,0.089,-0.280,86.770,0.000
