camX,camY,camZ,camTheta,camRX,camRY,camRZ,obj_gazeX,obj_gazeY,obj_gazeZ
22.640,32.145,-98.765,0.383,-0.931,0.355,0.089,-10.260,74.010,0.000
22.665,32.198,-98.818,0.381,-0.934,0.349,0.088,-13.870,78.500,0.000
22.709,32.222,-98.871,0.378,-0.936,0.342,0.087,-14.310,79.500,0.000
22.769,32.215,-98.921,0.376,-0.939,0.334,0.085,-13.930,79.890,0.000
22.837,32.183,-98.968,0.374,-0.942,0.326,0.084,-14.150,79.890,0.000
22.903,32.140,-99.011,0.372,-0.946,0.317,0.082,-14.540,79.890,0.000
22.960,32.098,-99.052,0.370,-0.949,0.309,0.080,-15.040,79.280,0.000
23.001,32.071,-99.093,0.368,-0.952,0.301,0.078,-15.310,78.670,0.000
23.023,32.064,-99.134,0.366,-0.954,0.294,0.077,-14.200,70.070,0.000
23.027,32.077,-99.176,0.365,-0.956,0.288,0.075,-9.930,48.100,0.000
23.019,32.107,-99.219,0.363,-0.958,0.283,0.074,-8.210,46.710,0.000
23.005,32.145,-99.263,0.361,-0.960,0.278,0.072,-7.600,46.270,0.000
22.994,32.183,-99.305,0.359,-0.961,0.273,0.071,-7.490,46.380,0.000
22.991,32.210,-99.346,0.358,-0.962,0.268,0.069,-8.160,46.710,0.000
23.002,32.215,-99.382,0.356,-0.964,0.262,0.068,-9.320,47.050,0.000
23.026,32.188,-99.413,0.355,-0.965,0.256,0.065,-9.270,47.770,0.000
23.059,32.127,-99.438,0.354,-0.967,0.250,0.063,-2.220,27.630,0.000
23.095,32.038,-99.457,0.354,-0.969,0.243,0.061,-2.050,27.350,0.000
23.123,31.936,-99.470,0.353,-0.970,0.238,0.059,-1.890,26.960,0.000
23.137,31.841,-99.480,0.353,-0.971,0.234,0.057,-1.390,29.020,0.000
23.131,31.769,-99.490,0.353,-0.972,0.231,0.055,-1.440,27.850,0.000
23.107,31.730,-99.502,0.352,-0.972,0.229,0.054,-1.830,28.910,0.000
23.072,31.722,-99.516,0.351,-0.972,0.229,0.053,-1.110,28.460,0.000
23.032,31.734,-99.531,0.350,-0.971,0.230,0.052,-0.890,28.070,0.000
22.990,31.754,-99.547,0.349,-0.971,0.231,0.052,-0.550,27.570,0.000
22.950,31.774,-99.560,0.348,-0.970,0.233,0.052,-0.440,26.630,0.000
22.913,31.788,-99.572,0.346,-0.970,0.236,0.052,0.330,26.190,0.000
22.880,31.800,-99.582,0.345,-0.970,0.238,0.052,1.050,25.740,0.000
22.853,31.812,-99.593,0.344,-0.970,0.242,0.051,1.610,26.130,0.000
22.833,31.827,-99.605,0.342,-0.970,0.245,0.051,2.550,27.020,0.000
22.821,31.846,-99.619,0.341,-0.969,0.248,0.051,3.380,28.240,0.000
22.813,31.870,-99.636,0.340,-0.969,0.252,0.050,3.660,28.410,0.000
22.809,31.898,-99.654,0.339,-0.968,0.255,0.050,4.050,28.850,0.000
22.805,31.928,-99.672,0.337,-0.967,0.259,0.050,6.160,26.800,0.000
22.802,31.959,-99.690,0.336,-0.966,0.262,0.050,7.490,25.190,0.000
22.799,31.985,-99.706,0.334,-0.964,0.265,0.050,7.990,24.520,0.000
22.798,32.005,-99.722,0.333,-0.963,0.267,0.051,8.270,24.020,0.000
22.801,32.014,-99.737,0.331,-0.962,0.270,0.052,8.600,23.800,0.000
22.808,32.014,-99.750,0.330,-0.961,0.271,0.054,8.990,23.080,0.000
22.816,32.005,-99.763,0.329,-0.961,0.273,0.055,14.540,25.020,0.000
22.826,31.985,-99.773,0.328,-0.960,0.274,0.057,26.080,29.520,0.000
22.838,31.954,-99.779,0.327,-0.960,0.275,0.058,28.240,30.850,0.000
22.854,31.907,-99.782,0.326,-0.960,0.276,0.058,28.350,30.960,0.000
22.873,31.843,-99.779,0.325,-0.960,0.278,0.059,28.180,31.120,0.000
22.895,31.759,-99.769,0.325,-0.960,0.279,0.059,28.130,30.960,0.000
22.919,31.654,-99.754,0.325,-0.960,0.280,0.059,28.350,30.850,0.000
22.942,31.534,-99.733,0.326,-0.959,0.281,0.059,28.290,29.680,0.000
22.962,31.411,-99.709,0.327,-0.959,0.283,0.059,31.730,25.470,0.000
22.976,31.300,-99.688,0.328,-0.958,0.285,0.058,33.230,23.520,0.000
22.981,31.218,-99.671,0.330,-0.957,0.288,0.056,33.400,23.690,0.000
22.975,31.174,-99.661,0.331,-0.955,0.293,0.054,33.900,23.800,0.000
22.958,31.164,-99.655,0.332,-0.953,0.298,0.052,34.010,23.470,0.000
22.935,31.174,-99.651,0.333,-0.951,0.305,0.049,35.648,22.290,0.000
22.913,31.189,-99.645,0.334,-0.948,0.313,0.047,37.285,21.110,0.000
22.899,31.199,-99.636,0.335,-0.946,0.320,0.046,38.922,19.930,0.000
22.897,31.205,-99.625,0.336,-0.943,0.328,0.046,40.560,18.750,0.000
22.907,31.214,-99.614,0.338,-0.941,0.334,0.046,41.220,19.420,0.000
22.926,31.233,-99.604,0.339,-0.938,0.340,0.046,41.280,20.250,0.000
22.948,31.263,-99.595,0.340,-0.937,0.344,0.047,41.330,20.920,0.000
22.970,31.300,-99.587,0.340,-0.935,0.348,0.049,41.330,20.860,0.000
22.991,31.334,-99.577,0.341,-0.934,0.351,0.050,41.220,20.920,0.000
23.009,31.360,-99.564,0.341,-0.933,0.353,0.051,40.940,20.530,0.000
23.024,31.377,-99.547,0.342,-0.932,0.355,0.052,40.940,20.580,0.000
23.035,31.388,-99.528,0.343,-0.932,0.357,0.053,41.000,20.860,0.000
23.039,31.399,-99.509,0.344,-0.931,0.359,0.054,41.110,21.250,0.000
23.035,31.416,-99.491,0.345,-0.931,0.361,0.055,41.000,21.080,0.000
23.024,31.438,-99.477,0.346,-0.930,0.363,0.056,41.780,20.310,0.000
23.010,31.462,-99.468,0.347,-0.929,0.366,0.057,40.890,21.030,0.000
22.996,31.483,-99.464,0.347,-0.928,0.368,0.058,59.140,33.450,0.000
22.986,31.501,-99.466,0.348,-0.927,0.371,0.058,61.970,35.780,0.000
22.976,31.516,-99.474,0.348,-0.926,0.374,0.059,60.970,35.730,0.000
22.966,31.531,-99.487,0.348,-0.925,0.377,0.060,60.580,35.340,0.000
22.953,31.547,-99.504,0.347,-0.924,0.379,0.061,60.810,35.230,0.000
22.939,31.562,-99.522,0.347,-0.923,0.382,0.062,60.700,35.060,0.000
22.927,31.572,-99.541,0.347,-0.922,0.384,0.064,60.360,34.790,0.000
22.926,31.574,-99.561,0.346,-0.921,0.386,0.065,60.310,34.840,0.000
22.939,31.570,-99.582,0.346,-0.920,0.387,0.067,59.860,34.840,0.000
22.967,31.566,-99.608,0.347,-0.920,0.387,0.069,59.310,34.840,0.000
23.007,31.568,-99.639,0.347,-0.919,0.386,0.070,58.750,33.230,0.000
23.049,31.583,-99.675,0.347,-0.919,0.385,0.071,57.590,29.570,0.000
23.081,31.615,-99.714,0.347,-0.919,0.384,0.073,57.530,27.630,0.000
23.095,31.663,-99.752,0.347,-0.919,0.384,0.075,58.140,26.630,0.000
23.086,31.718,-99.784,0.346,-0.919,0.385,0.076,58.250,26.690,0.000
23.060,31.769,-99.810,0.346,-0.918,0.386,0.078,58.090,26.690,0.000
23.023,31.804,-99.826,0.346,-0.917,0.388,0.080,57.640,26.080,0.000
22.985,31.814,-99.835,0.346,-0.916,0.392,0.081,57.530,26.240,0.000
22.953,31.800,-99.837,0.347,-0.915,0.396,0.081,57.200,26.960,0.000
22.931,31.770,-99.837,0.348,-0.913,0.401,0.081,56.760,27.350,0.000
22.923,31.735,-99.839,0.348,-0.911,0.407,0.080,56.370,27.680,0.000
22.928,31.705,-99.845,0.349,-0.909,0.413,0.079,56.650,27.960,0.000
22.947,31.685,-99.856,0.349,-0.906,0.419,0.078,57.200,27.800,0.000
22.976,31.676,-99.873,0.350,-0.904,0.424,0.077,57.700,27.520,0.000
23.009,31.678,-99.894,0.350,-0.901,0.429,0.078,60.700,31.070,0.000
23.044,31.686,-99.915,0.350,-0.898,0.433,0.078,60.470,31.510,0.000
23.077,31.697,-99.937,0.350,-0.896,0.437,0.080,60.090,31.460,0.000
23.110,31.708,-99.959,0.350,-0.894,0.440,0.082,60.470,30.510,0.000
23.150,31.716,-99.983,0.349,-0.891,0.444,0.084,60.640,30.180,0.000
23.203,31.721,-100.010,0.349,-0.889,0.448,0.087,60.810,30.180,0.000
23.272,31.724,-100.042,0.348,-0.887,0.452,0.089,61.190,30.070,0.000
23.355,31.725,-100.081,0.347,-0.885,0.456,0.092,61.810,30.010,0.000
23.443,31.729,-100.127,0.346,-0.884,0.459,0.094,61.860,30.240,0.000
23.524,31.741,-100.182,0.345,-0.882,0.463,0.096,62.030,30.350,0.000
23.586,31.763,-100.246,0.343,-0.880,0.467,0.098,61.970,30.010,0.000
23.623,31.794,-100.316,0.341,-0.879,0.470,0.101,61.810,30.400,0.000
23.637,31.827,-100.389,0.339,-0.877,0.473,0.103,61.190,30.790,0.000
23.635,31.853,-100.455,0.338,-0.875,0.475,0.105,60.360,30.850,0.000
23.625,31.864,-100.511,0.337,-0.874,0.477,0.107,59.640,31.180,0.000
23.610,31.858,-100.551,0.337,-0.872,0.478,0.109,59.030,32.010,0.000
23.595,31.840,-100.573,0.337,-0.871,0.479,0.111,58.590,32.570,0.000
23.581,31.819,-100.582,0.338,-0.870,0.479,0.113,58.140,33.010,0.000
23.570,31.800,-100.580,0.339,-0.868,0.481,0.115,57.810,33.840,0.000
23.568,31.786,-100.573,0.339,-0.867,0.482,0.118,57.590,34.560,0.000
23.578,31.775,-100.565,0.340,-0.866,0.483,0.121,56.370,37.560,0.000
23.602,31.761,-100.555,0.341,-0.864,0.484,0.124,54.590,43.830,0.000
23.637,31.737,-100.541,0.342,-0.864,0.485,0.127,53.760,44.990,0.000
23.674,31.702,-100.521,0.344,-0.863,0.485,0.129,54.200,44.830,0.000
23.706,31.655,-100.490,0.346,-0.864,0.485,0.131,53.870,45.380,0.000
23.723,31.602,-100.445,0.348,-0.864,0.485,0.131,54.150,45.550,0.000
23.724,31.545,-100.387,0.350,-0.865,0.484,0.131,54.200,45.490,0.000
23.709,31.491,-100.321,0.352,-0.866,0.484,0.129,54.090,46.160,0.000
23.686,31.447,-100.251,0.355,-0.867,0.484,0.127,54.260,46.270,0.000
23.659,31.422,-100.183,0.357,-0.867,0.484,0.125,54.320,46.770,0.000
23.633,31.421,-100.121,0.358,-0.867,0.485,0.122,54.370,46.830,0.000
23.610,31.449,-100.069,0.359,-0.866,0.487,0.120,54.370,46.990,0.000
23.592,31.505,-100.027,0.360,-0.865,0.489,0.117,54.370,46.880,0.000
23.580,31.583,-99.996,0.360,-0.864,0.492,0.115,54.260,46.880,0.000
23.574,31.674,-99.974,0.360,-0.863,0.494,0.113,54.150,46.550,0.000
23.573,31.765,-99.956,0.360,-0.861,0.497,0.112,53.710,46.490,0.000
23.574,31.844,-99.937,0.359,-0.860,0.499,0.111,53.090,46.490,0.000
23.573,31.902,-99.912,0.359,-0.859,0.502,0.110,52.760,46.490,0.000
23.571,31.932,-99.879,0.358,-0.858,0.503,0.110,52.480,46.550,0.000
23.573,31.935,-99.839,0.358,-0.858,0.504,0.109,52.210,46.330,0.000
23.587,31.914,-99.798,0.358,-0.858,0.504,0.108,51.990,45.990,0.000
23.618,31.873,-99.760,0.358,-0.858,0.503,0.108,51.820,45.600,0.000
23.668,31.817,-99.725,0.359,-0.860,0.501,0.107,51.710,45.330,0.000
23.732,31.750,-99.695,0.359,-0.861,0.498,0.106,51.490,45.110,0.000
23.802,31.678,-99.669,0.359,-0.863,0.494,0.105,51.260,46.880,0.000
23.868,31.607,-99.646,0.360,-0.865,0.490,0.104,51.260,59.860,0.000
23.919,31.542,-99.624,0.361,-0.867,0.487,0.103,50.380,77.620,0.000
23.951,31.490,-99.603,0.362,-0.868,0.484,0.102,50.100,81.780,0.000
23.962,31.452,-99.581,0.363,-0.869,0.482,0.101,50.100,82.060,0.000
23.956,31.428,-99.559,0.364,-0.869,0.481,0.101,49.930,81.450,0.000
23.941,31.419,-99.539,0.366,-0.869,0.481,0.100,50.040,81.330,0.000
23.921,31.422,-99.523,0.367,-0.869,0.482,0.100,50.380,81.670,0.000
23.901,31.436,-99.511,0.368,-0.868,0.484,0.100,50.430,81.940,0.000
23.880,31.460,-99.506,0.368,-0.867,0.486,0.100,50.600,81.450,0.000
23.860,31.492,-99.509,0.368,-0.866,0.490,0.099,51.490,81.330,0.000
23.844,31.528,-99.518,0.368,-0.864,0.494,0.099,51.930,80.560,0.000
23.836,31.561,-99.534,0.367,-0.862,0.498,0.098,52.480,79.890,0.000
23.841,31.584,-99.555,0.367,-0.860,0.501,0.097,52.870,79.230,0.000
23.861,31.592,-99.577,0.366,-0.858,0.505,0.096,53.210,78.840,0.000
23.893,31.583,-99.599,0.366,-0.857,0.507,0.095,53.480,78.670,0.000
23.931,31.563,-99.618,0.366,-0.856,0.509,0.095,53.590,78.950,0.000
23.970,31.541,-99.634,0.366,-0.855,0.511,0.095,53.870,79.000,0.000
24.008,31.527,-99.647,0.366,-0.854,0.512,0.096,54.040,78.670,0.000
24.044,31.527,-99.659,0.365,-0.853,0.514,0.098,53.980,78.620,0.000
24.081,31.542,-99.669,0.364,-0.852,0.515,0.101,53.870,78.340,0.000
24.117,31.572,-99.679,0.364,-0.850,0.517,0.105,53.820,78.010,0.000
24.153,31.614,-99.690,0.362,-0.848,0.519,0.110,53.870,77.510,0.000
24.188,31.665,-99.701,0.361,-0.846,0.521,0.115,53.870,77.120,0.000
24.225,31.716,-99.714,0.360,-0.844,0.523,0.121,53.930,76.840,0.000
24.266,31.761,-99.730,0.359,-0.842,0.525,0.126,53.650,76.620,0.000
24.317,31.791,-99.749,0.358,-0.840,0.527,0.130,53.210,76.290,0.000
24.377,31.802,-99.769,0.357,-0.839,0.527,0.134,50.380,85.940,0.000
24.443,31.793,-99.787,0.357,-0.839,0.526,0.137,49.160,87.710,0.000
24.512,31.772,-99.798,0.356,-0.840,0.524,0.139,49.040,88.440,0.000
24.577,31.748,-99.797,0.357,-0.842,0.521,0.140,48.930,88.880,0.000
24.636,31.728,-99.782,0.357,-0.845,0.516,0.140,48.880,89.270,0.000
24.691,31.712,-99.752,0.359,-0.848,0.511,0.139,48.880,90.210,0.000
24.744,31.695,-99.708,0.360,-0.852,0.503,0.138,48.660,90.650,0.000
24.802,31.665,-99.653,0.362,-0.857,0.495,0.136,48.490,91.040,0.000
24.870,31.608,-99.587,0.364,-0.862,0.486,0.134,48.320,91.210,0.000
24.951,31.511,-99.511,0.367,-0.868,0.476,0.133,48.160,91.600,0.000
25.043,31.369,-99.420,0.371,-0.874,0.465,0.131,48.050,92.040,0.000
25.144,31.194,-99.311,0.376,-0.880,0.453,0.129,48.160,92.760,0.000
25.246,31.014,-99.182,0.381,-0.886,0.442,0.128,48.160,93.320,0.000
25.345,30.878,-99.035,0.388,-0.892,0.430,0.127,47.940,94.210,0.000
25.441,30.842,-98.880,0.394,-0.899,0.418,0.126,47.880,95.930,0.000
25.538,30.954,-98.730,0.400,-0.905,0.406,0.126,48.320,98.590,0.000
25.642,31.229,-98.600,0.403,-0.910,0.393,0.127,48.320,101.090,0.000
25.759,31.641,-98.499,0.404,-0.917,0.378,0.128,47.990,102.530,0.000
25.892,32.124,-98.429,0.401,-0.923,0.361,0.130,40.670,99.250,0.000
26.040,32.590,-98.384,0.396,-0.929,0.341,0.133,32.900,97.530,0.000
26.201,32.956,-98.357,0.389,-0.936,0.321,0.137,30.350,96.260,0.000
26.375,33.161,-98.337,0.381,-0.942,0.299,0.142,28.630,95.430,0.000
26.569,33.188,-98.322,0.373,-0.948,0.278,0.147,27.680,92.600,0.000
26.788,33.058,-98.307,0.366,-0.953,0.259,0.152,27.410,90.430,0.000
27.043,32.820,-98.292,0.359,-0.957,0.241,0.156,27.350,88.940,0.000
27.339,32.528,-98.275,0.353,-0.960,0.225,0.160,27.630,87.490,0.000
27.678,32.227,-98.252,0.348,-0.963,0.211,0.162,28.630,84.550,0.000
28.059,31.938,-98.216,0.345,-0.966,0.198,0.162,29.850,78.950,0.000
28.474,31.662,-98.164,0.342,-0.969,0.186,0.160,30.400,75.120,0.000
28.912,31.394,-98.090,0.341,-0.972,0.174,0.156,30.350,71.460,0.000
29.357,31.133,-97.995,0.342,-0.974,0.161,0.150,29.960,68.740,0.000
29.792,30.893,-97.882,0.344,-0.977,0.149,0.143,30.790,66.020,0.000
30.201,30.696,-97.757,0.348,-0.980,0.137,0.136,31.290,65.740,0.000
30.577,30.561,-97.625,0.352,-0.982,0.127,0.133,33.620,64.750,0.000
30.919,30.498,-97.494,0.357,-0.984,0.118,0.132,37.170,64.970,0.000
31.234,30.505,-97.369,0.361,-0.984,0.110,0.137,39.220,65.520,0.000
31.534,30.569,-97.256,0.365,-0.984,0.103,0.146,40.670,67.130,0.000
31.826,30.676,-97.158,0.368,-0.982,0.097,0.159,41.500,68.960,0.000
32.115,30.811,-97.076,0.371,-0.979,0.091,0.176,41.440,71.240,0.000
32.403,30.962,-97.008,0.372,-0.976,0.085,0.193,41.280,71.350,0.000
32.690,31.119,-96.951,0.373,-0.973,0.079,0.209,40.830,71.570,0.000
32.976,31.268,-96.900,0.374,-0.971,0.073,0.223,40.390,71.850,0.000
33.259,31.393,-96.850,0.373,-0.970,0.066,0.231,40.560,72.900,0.000
33.537,31.479,-96.797,0.373,-0.970,0.059,0.235,40.720,72.850,0.000
33.802,31.513,-96.736,0.373,-0.971,0.050,0.234,40.390,74.340,0.000
34.044,31.493,-96.667,0.373,-0.972,0.041,0.230,35.120,95.320,0.000
34.253,31.427,-96.589,0.374,-0.974,0.033,0.224,34.840,95.430,0.000
34.425,31.332,-96.503,0.377,-0.976,0.025,0.217,12.260,98.090,0.000
34.557,31.231,-96.411,0.380,-0.977,0.018,0.211,12.370,98.530,0.000
34.652,31.143,-96.316,0.383,-0.978,0.013,0.207,27.070,96.090,0.000
34.717,31.081,-96.220,0.387,-0.979,0.008,0.205,26.130,88.320,0.000
34.755,31.048,-96.126,0.391,-0.978,0.004,0.205,25.740,87.440,0.000
34.773,31.034,-96.036,0.395,-0.978,0.001,0.207,25.240,87.490,0.000
34.773,31.025,-95.950,0.399,-0.977,-0.002,0.212,24.300,88.210,0.000
34.757,31.005,-95.866,0.404,-0.976,-0.005,0.217,23.580,88.550,0.000
34.727,30.966,-95.784,0.408,-0.975,-0.006,0.221,23.300,88.440,0.000
34.679,30.908,-95.704,0.413,-0.974,-0.007,0.225,23.250,88.770,0.000
34.606,30.845,-95.627,0.418,-0.973,-0.007,0.228,23.020,89.430,0.000
34.498,30.791,-95.556,0.422,-0.973,-0.005,0.229,23.140,89.930,0.000
34.342,30.763,-95.496,0.427,-0.974,-0.002,0.229,22.970,90.490,0.000
34.133,30.765,-95.448,0.430,-0.974,0.003,0.227,26.740,87.100,0.000
33.869,30.797,-95.413,0.433,-0.975,0.010,0.225,29.900,83.940,0.000
33.563,30.851,-95.390,0.435,-0.976,0.017,0.224,30.510,84.440,0.000
33.233,30.913,-95.380,0.437,-0.976,0.026,0.222,30.400,85.000,0.000
32.901,30.977,-95.382,0.437,-0.976,0.035,0.221,30.680,84.390,0.000
32.591,31.038,-95.397,0.437,-0.975,0.044,0.220,31.620,83.000,0.000
32.321,31.093,-95.428,0.437,-0.975,0.051,0.219,31.510,82.780,0.000
32.104,31.146,-95.474,0.437,-0.974,0.056,0.219,31.730,82.170,0.000
31.942,31.196,-95.536,0.436,-0.974,0.059,0.218,32.400,80.830,0.000
31.832,31.244,-95.607,0.435,-0.974,0.058,0.217,32.730,79.840,0.000
31.766,31.289,-95.684,0.434,-0.975,0.053,0.215,32.680,79.340,0.000
31.735,31.327,-95.759,0.432,-0.976,0.045,0.212,33.340,80.340,0.000
31.732,31.356,-95.829,0.430,-0.977,0.033,0.207,34.510,81.280,0.000
31.752,31.370,-95.891,0.427,-0.978,0.017,0.203,34.010,80.560,0.000
31.788,31.366,-95.945,0.424,-0.979,-0.001,0.197,33.400,79.280,0.000
31.831,31.340,-95.993,0.420,-0.979,-0.021,0.191,33.340,77.450,0.000
31.866,31.293,-96.037,0.417,-0.979,-0.043,0.185,32.900,75.620,0.000
31.877,31.229,-96.079,0.414,-0.979,-0.065,0.179,32.010,74.340,0.000
31.852,31.161,-96.123,0.411,-0.979,-0.087,0.173,30.850,72.620,0.000
31.782,31.102,-96.170,0.408,-0.978,-0.107,0.167,29.960,70.790,0.000
31.673,31.063,-96.222,0.405,-0.977,-0.126,0.162,29.960,69.130,0.000
31.535,31.048,-96.280,0.402,-0.976,-0.144,0.156,29.130,68.130,0.000
31.387,31.049,-96.340,0.400,-0.974,-0.159,0.150,28.240,67.240,0.000
31.249,31.053,-96.397,0.398,-0.973,-0.173,0.144,25.630,72.290,0.000
31.138,31.040,-96.448,0.396,-0.972,-0.186,0.137,23.800,75.450,0.000
31.064,30.998,-96.487,0.396,-0.971,-0.197,0.129,23.520,75.950,0.000
31.029,30.923,-96.514,0.395,-0.970,-0.208,0.121,23.250,76.060,0.000
31.025,30.823,-96.529,0.396,-0.969,-0.218,0.113,22.080,74.790,0.000
31.039,30.716,-96.537,0.397,-0.968,-0.226,0.106,3.110,61.310,0.000
31.054,30.623,-96.542,0.398,-0.967,-0.233,0.100,-2.550,57.760,0.000
31.055,30.567,-96.549,0.398,-0.966,-0.239,0.095,-1.890,55.150,0.000
31.033,30.557,-96.561,0.399,-0.965,-0.244,0.092,-0.280,55.200,0.000
30.990,30.591,-96.579,0.399,-0.965,-0.247,0.090,0.670,56.370,0.000
30.935,30.652,-96.599,0.399,-0.964,-0.249,0.089,1.330,56.090,0.000
30.879,30.718,-96.617,0.399,-0.963,-0.251,0.089,0.780,56.040,0.000
30.833,30.770,-96.628,0.399,-0.962,-0.252,0.089,1.440,56.530,0.000
30.798,30.804,-96.633,0.399,-0.961,-0.253,0.090,1.720,57.480,0.000
30.768,30.824,-96.634,0.399,-0.961,-0.254,0.091,2.610,58.200,0.000
30.737,30.843,-96.635,0.399,-0.960,-0.254,0.092,2.720,59.750,0.000
30.701,30.867,-96.639,0.400,-0.960,-0.254,0.093,3.110,60.530,0.000
30.664,30.897,-96.648,0.399,-0.960,-0.254,0.094,3.770,60.860,0.000
30.634,30.928,-96.661,0.399,-0.960,-0.254,0.095,4.440,61.190,0.000
30.620,30.952,-96.678,0.399,-0.960,-0.255,0.096,5.990,61.920,0.000
30.624,30.968,-96.697,0.398,-0.960,-0.256,0.097,11.980,64.750,0.000
30.646,30.978,-96.716,0.398,-0.960,-0.258,0.097,9.710,67.960,0.000
30.680,30.987,-96.737,0.397,-0.960,-0.261,0.097,8.600,72.120,0.000
30.719,31.001,-96.758,0.396,-0.960,-0.264,0.096,8.770,72.570,0.000
30.756,31.022,-96.781,0.395,-0.960,-0.267,0.095,8.040,73.840,0.000
30.789,31.050,-96.805,0.394,-0.959,-0.271,0.095,8.650,74.340,0.000
30.817,31.083,-96.829,0.392,-0.959,-0.274,0.095,9.210,74.450,0.000
30.838,31.115,-96.855,0.390,-0.958,-0.276,0.096,10.760,73.230,0.000
30.852,31.145,-96.882,0.388,-0.958,-0.279,0.096,11.430,72.960,0.000
30.856,31.169,-96.910,0.387,-0.957,-0.281,0.097,11.370,72.900,0.000
30.847,31.186,-96.939,0.385,-0.956,-0.282,0.098,9.760,66.470,0.000
30.824,31.193,-96.967,0.383,-0.956,-0.283,0.099,0.390,53.930,0.000
30.788,31.190,-96.992,0.382,-0.955,-0.283,0.100,-3.270,46.880,0.000
30.743,31.178,-97.011,0.380,-0.955,-0.283,0.100,-4.550,43.050,0.000
30.696,31.161,-97.025,0.379,-0.955,-0.282,0.101,-4.880,38.060,0.000
30.651,31.143,-97.035,0.377,-0.955,-0.280,0.101,-5.270,34.680,0.000
30.615,31.130,-97.042,0.376,-0.955,-0.279,0.102,-5.940,33.180,0.000
30.597,31.121,-97.047,0.374,-0.955,-0.277,0.103,-5.160,34.340,0.000
30.602,31.110,-97.051,0.372,-0.955,-0.276,0.103,-4.440,34.680,0.000
30.637,31.089,-97.050,0.371,-0.956,-0.276,0.104,-3.160,35.450,0.000
30.704,31.044,-97.040,0.370,-0.956,-0.277,0.104,3.880,42.780,0.000
30.798,30.969,-97.018,0.370,-0.956,-0.277,0.104,3.440,44.990,0.000
30.909,30.866,-96.983,0.371,-0.956,-0.279,0.104,3.550,45.880,0.000
31.023,30.748,-96.937,0.371,-0.955,-0.280,0.103,4.550,44.770,0.000
31.121,30.636,-96.886,0.372,-0.955,-0.281,0.102,4.720,44.270,0.000
31.185,30.559,-96.839,0.372,-0.954,-0.282,0.102,5.100,44.160,0.000
31.206,30.538,-96.802,0.371,-0.953,-0.282,0.101,4.940,44.770,0.000
31.184,30.581,-96.781,0.370,-0.953,-0.282,0.102,13.150,31.120,0.000
31.132,30.679,-96.775,0.368,-0.952,-0.283,0.102,15.920,27.570,0.000
31.066,30.811,-96.781,0.365,-0.952,-0.284,0.103,10.930,31.680,0.000
31.005,30.956,-96.794,0.361,-0.951,-0.285,0.105,10.210,31.850,0.000
30.960,31.091,-96.810,0.358,-0.950,-0.288,0.107,10.260,31.730,0.000
30.938,31.201,-96.827,0.354,-0.949,-0.291,0.109,13.320,28.680,0.000
30.942,31.270,-96.843,0.351,-0.948,-0.296,0.111,12.650,28.130,0.000
30.975,31.287,-96.854,0.349,-0.946,-0.301,0.113,8.320,26.460,0.000
31.033,31.247,-96.861,0.347,-0.945,-0.306,0.115,3.990,24.360,0.000
31.110,31.159,-96.863,0.345,-0.943,-0.312,0.116,3.050,23.520,0.000
31.190,31.040,-96.862,0.345,-0.942,-0.317,0.117,3.160,23.690,0.000
31.261,30.915,-96.858,0.344,-0.941,-0.321,0.118,4.440,22.530,0.000
31.316,30.807,-96.853,0.344,-0.940,-0.324,0.119,3.990,23.360,0.000
31.360,30.729,-96.847,0.344,-0.939,-0.327,0.120,5.710,23.190,0.000
31.404,30.686,-96.839,0.345,-0.939,-0.329,0.121,4.550,23.970,0.000
31.463,30.676,-96.828,0.345,-0.938,-0.331,0.123,4.550,24.300,0.000
31.546,30.688,-96.815,0.346,-0.936,-0.333,0.124,4.600,24.470,0.000
31.650,30.705,-96.797,0.346,-0.935,-0.335,0.125,5.220,23.360,0.000
31.765,30.710,-96.775,0.347,-0.934,-0.336,0.127,4.490,23.080,0.000
31.869,30.683,-96.750,0.348,-0.933,-0.337,0.128,4.440,22.860,0.000
31.945,30.615,-96.722,0.349,-0.932,-0.336,0.128,3.110,22.530,0.000
31.979,30.506,-96.692,0.350,-0.932,-0.334,0.128,1.000,22.580,0.000
31.970,30.368,-96.662,0.352,-0.933,-0.330,0.128,-0.060,23.140,0.000
31.930,30.223,-96.633,0.353,-0.935,-0.326,0.128,-0.170,24.240,0.000
31.877,30.091,-96.608,0.354,-0.936,-0.321,0.128,-2.390,31.400,0.000
31.829,29.992,-96.590,0.354,-0.938,-0.318,0.127,17.420,28.460,0.000
31.798,29.935,-96.585,0.355,-0.939,-0.315,0.127,17.920,30.070,0.000
31.790,29.916,-96.595,0.355,-0.940,-0.313,0.126,17.810,30.900,0.000
31.805,29.920,-96.619,0.355,-0.941,-0.312,0.126,17.640,31.240,0.000
31.840,29.922,-96.652,0.355,-0.941,-0.311,0.125,17.640,31.680,0.000
31.893,29.901,-96.683,0.356,-0.942,-0.311,0.124,17.590,31.900,0.000
31.954,29.847,-96.701,0.357,-0.942,-0.311,0.123,17.590,32.180,0.000
32.006,29.765,-96.700,0.358,-0.942,-0.311,0.122,17.530,32.120,0.000
32.027,29.676,-96.678,0.359,-0.943,-0.309,0.121,17.590,32.400,0.000
31.998,29.609,-96.641,0.359,-0.944,-0.306,0.121,25.470,32.840,0.000
